No,種別/Kind,店名(日本語読み),Name (English),店名(ハングル),ジャンル(日),Cuisine (EN),料理(日),Dishes (EN),犬の同伴,テラス席/Terrace,最寄り駅(日),Nearest station (EN),駅まで(m),エリア(日),Area (EN),区(日),District (EN),住所(ハングル),電話,Instagram,公式サイト,緯度,経度,位置精度,評価,口コミ数,業態,Googleマップ,NAVERマップ,DiningCode,カテゴリ原文(韓)
27,カフェ/Cafe,ハイコーヒー,High Coffee,하이커피,コーヒー専門,Specialty Coffee,,,店内OK / Indoors OK,なし/No,ヨクサム（駅三）,Yeoksam,920,ヨクサムドン,Yeoksam-dong,江南区,Gangnam-gu,서울특별시 강남구 도곡로21길 15,,,,37.4927026,127.0387264,建物単位,,0,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.4927026%2C127.0387264,https://map.naver.com/p/search/%ED%95%98%EC%9D%B4%EC%BB%A4%ED%94%BC%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EA%B0%95%EB%82%A8%EA%B5%AC%20%EB%8F%84%EA%B3%A1%EB%A1%9C21%EA%B8%B8%2015,,
28,カフェ/Cafe,ヘモスミス コーヒー,Hemeoseumiseu Coffee,헤머스미스 커피,コーヒー専門,Specialty Coffee,,,店内OK / Indoors OK,なし/No,オンジュ（彦州）,Eonju,120,ヨクサムドン,Yeoksam-dong,江南区,Gangnam-gu,서울특별시 강남구 봉은사로26길 25,,,,37.5064498,127.0330983,通り単位,,0,軽飲食店,https://www.google.com/maps/search/?api=1&query=37.5064498%2C127.0330983,https://map.naver.com/p/search/%ED%97%A4%EB%A8%B8%EC%8A%A4%EB%AF%B8%EC%8A%A4%20%EC%BB%A4%ED%94%BC%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EA%B0%95%EB%82%A8%EA%B5%AC%20%EB%B4%89%EC%9D%80%EC%82%AC%EB%A1%9C26%EA%B8%B8%2025,,
29,カフェ/Cafe,コーヒーインリュ ケポジョム,Coffee Inryu Gaepojeom,커피인류 개포점,コーヒー専門,Specialty Coffee,カフェ・コーヒー,"Cafe, Coffee",店内OK / Indoors OK,なし/No,テチョン,Daecheong,350,イルォンドン,Irwon-dong,江南区,Gangnam-gu,서울특별시 강남구 영동대로 22,02-6925-0124,,,37.4922518,127.0759879,店舗単位,,0,軽飲食店,https://www.google.com/maps/search/?api=1&query=37.4922518%2C127.0759879,https://map.naver.com/p/search/%EC%BB%A4%ED%94%BC%EC%9D%B8%EB%A5%98%20%EA%B0%9C%ED%8F%AC%EC%A0%90%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EA%B0%95%EB%82%A8%EA%B5%AC%20%EC%98%81%EB%8F%99%EB%8C%80%EB%A1%9C%2022,https://www.diningcode.com/profile.php?rid=QW5f2J7f4Bph,"카페, 커피"
30,カフェ/Cafe,ペッタリウム チョンダムジョム,Pettarium Cheongdamjeom,펫타리움 청담점,ドッグカフェ,Dog Cafe,,,店内OK / Indoors OK,なし/No,チョンダム（清潭）,Cheongdam,490,チョンダムドン,Cheongdam-dong,江南区,Gangnam-gu,서울특별시 강남구 영동대로 725,02-413-1700,https://www.instagram.com/petarium_official1,,37.5224778,127.0551562,建物単位,,0,軽飲食店,https://www.google.com/maps/search/?api=1&query=37.5224778%2C127.0551562,https://map.naver.com/p/search/%ED%8E%AB%ED%83%80%EB%A6%AC%EC%9B%80%20%EC%B2%AD%EB%8B%B4%EC%A0%90%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EA%B0%95%EB%82%A8%EA%B5%AC%20%EC%98%81%EB%8F%99%EB%8C%80%EB%A1%9C%20725,,
31,カフェ/Cafe,エイチエムポセンド コドク,Eichiaempeosaendeu Godeok,에이치앰퍼샌드 고덕,コーヒー専門,Specialty Coffee,コーヒー・カフェ,"Coffee, Cafe",店内OK / Indoors OK,なし/No,サンイルドン（上一洞）,Sangil-dong,520,コドクドン,Godeok-dong,江東区,Gangdong-gu,서울특별시 강동구 고덕로83길 156 1층,0502-5552-7087,,https://smartstore.naver.com/hampersand,37.5614788,127.1663265,店舗単位,5,2,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.5614788%2C127.1663265,https://map.naver.com/p/search/%EC%97%90%EC%9D%B4%EC%B9%98%EC%95%B0%ED%8D%BC%EC%83%8C%EB%93%9C%20%EA%B3%A0%EB%8D%95%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EA%B0%95%EB%8F%99%EA%B5%AC%20%EA%B3%A0%EB%8D%95%EB%A1%9C83%EA%B8%B8%20156%201%EC%B8%B5,https://www.diningcode.com/profile.php?rid=pKNqvoTBLc3S,"커피, 카페"
32,カフェ/Cafe,カフェソソ オルリムピク パークポレオン トゥンチョン,Cafe Soso Olrimpik Park Poreon Dunchon,카페소소 올림픽 파크포레온 둔촌,スイーツ,Sweets,デザート・カフェ,"Dessert, Cafe",店内OK / Indoors OK,なし/No,トゥンチョノリュン（土村五輪）,Dunchon Oryun,90,トゥンチョンドン,Dunchon-dong,江東区,Gangdong-gu,서울 강동구 양재대로 1300 올림픽 파크포레온 스테이션9 1층 124호,,,,37.5204843,127.1390289,店舗単位,4.5,2,軽飲食店,https://www.google.com/maps/search/?api=1&query=37.5204843%2C127.1390289,https://map.naver.com/p/search/%EC%B9%B4%ED%8E%98%EC%86%8C%EC%86%8C%20%EC%98%AC%EB%A6%BC%ED%94%BD%20%ED%8C%8C%ED%81%AC%ED%8F%AC%EB%A0%88%EC%98%A8%20%EB%91%94%EC%B4%8C%20%EC%84%9C%EC%9A%B8%20%EA%B0%95%EB%8F%99%EA%B5%AC%20%EC%96%91%EC%9E%AC%EB%8C%80%EB%A1%9C%201300%20%EC%98%AC%EB%A6%BC%ED%94%BD%20%ED%8C%8C%ED%81%AC%ED%8F%AC%EB%A0%88%EC%98%A8%20%EC%8A%A4%ED%85%8C%EC%9D%B4%EC%85%989%201%EC%B8%B5%20124%ED%98%B8,https://www.diningcode.com/profile.php?rid=alcTRKQ8bP5c,"디저트, 카페"
33,カフェ/Cafe,ノスチ サンイルジョム,Noseuti Sangiljeom,노스티 상일점,茶カフェ,Tea House,カフェ・ブレンドティー,"Cafe, Blended Tea",店内OK / Indoors OK,なし/No,カンイル,Gangil,900,サンイルドン,Sangil-dong,江東区,Gangdong-gu,서울특별시 강동구 상일로7길 11 1층,02-6949-2075,https://www.instagram.com/nosty.official/,,37.5498728,127.1722627,店舗単位,4,1,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.5498728%2C127.1722627,https://map.naver.com/p/search/%EB%85%B8%EC%8A%A4%ED%8B%B0%20%EC%83%81%EC%9D%BC%EC%A0%90%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EA%B0%95%EB%8F%99%EA%B5%AC%20%EC%83%81%EC%9D%BC%EB%A1%9C7%EA%B8%B8%2011%201%EC%B8%B5,https://www.diningcode.com/profile.php?rid=8kY38fMwizAB,"카페, 블렌딩티"
34,カフェ/Cafe,レインウェイコーヒー ソンネ,Rain Wei Coffee Seongnae,레인웨이커피 성내,コーヒー専門,Specialty Coffee,カフェ・フォカッチャ,"Cafe, Focaccia",店内OK / Indoors OK,なし/No,カンドン（江東）,Gangdong,470,ソンネドン,Seongnae-dong,江東区,Gangdong-gu,서울특별시 강동구 천호대로170길 87 103호 레인웨이커피,,,,37.5316311,127.1317863,店舗単位,3.6,2,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.5316311%2C127.1317863,https://map.naver.com/p/search/%EB%A0%88%EC%9D%B8%EC%9B%A8%EC%9D%B4%EC%BB%A4%ED%94%BC%20%EC%84%B1%EB%82%B4%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EA%B0%95%EB%8F%99%EA%B5%AC%20%EC%B2%9C%ED%98%B8%EB%8C%80%EB%A1%9C170%EA%B8%B8%2087%20103%ED%98%B8%20%EB%A0%88%EC%9D%B8%EC%9B%A8%EC%9D%B4%EC%BB%A4%ED%94%BC,https://www.diningcode.com/profile.php?rid=gFUfYBbhIaxa,"카페, 포카치아"
35,カフェ/Cafe,オピロプ ソンネドン,Eopireop Seongnaedong,어피럽 성내동,ジェラート・かき氷,Gelato & Ice,かき氷・マンゴーかき氷,"Bingsu, Mango Bingsu",店内OK / Indoors OK,なし/No,トゥンチョンドン（遁村洞）,Dunchon-dong,600,ソンネドン,Seongnae-dong,江東区,Gangdong-gu,서울특별시 강동구 성안로 25 1층,0507-1314-8679,https://www.instagram.com/apieceof.love?igsh=MWRrNm0yemQwd2d2&utm_source=qr,,37.5261492,127.1297225,店舗単位,5,1,軽飲食店,https://www.google.com/maps/search/?api=1&query=37.5261492%2C127.1297225,https://map.naver.com/p/search/%EC%96%B4%ED%94%BC%EB%9F%BD%20%EC%84%B1%EB%82%B4%EB%8F%99%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EA%B0%95%EB%8F%99%EA%B5%AC%20%EC%84%B1%EC%95%88%EB%A1%9C%2025%201%EC%B8%B5,https://www.diningcode.com/profile.php?rid=Xu6sx6IZgxln,"빙수, 망고빙수"
36,カフェ/Cafe,オントルド チョンホヨク,UNTOLD,언톨드 천호역,スイーツ,Sweets,カフェ・デザート,"Cafe, Dessert",店内OK / Indoors OK,なし/No,チョンホ（千戸）,Cheonho,380,ソンネドン,Seongnae-dong,江東区,Gangdong-gu,서울특별시 강동구 올림픽로60길 14 1층 101호,010-7634-3883,https://www.instagram.com/untold_388,,37.535104,127.1231105,店舗単位,,0,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.535104%2C127.1231105,https://map.naver.com/p/search/%EC%96%B8%ED%86%A8%EB%93%9C%20%EC%B2%9C%ED%98%B8%EC%97%AD%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EA%B0%95%EB%8F%99%EA%B5%AC%20%EC%98%AC%EB%A6%BC%ED%94%BD%EB%A1%9C60%EA%B8%B8%2014%201%EC%B8%B5%20101%ED%98%B8,https://www.diningcode.com/profile.php?rid=QTnHm9L0bQys,"카페, 디저트"
37,カフェ/Cafe,ウィルリオムコーヒー カンドングチョンヨク,Wilrieom Coffee Gangdonggucheongyeok,윌리엄커피 강동구청역,ブックカフェ,Book Cafe,カフェ・ブックカフェ,"Cafe, Book Cafe",店内OK / Indoors OK,あり/Yes,カンドングチョン（江東区庁）,Gangdong-gu Office,270,ソンネドン,Seongnae-dong,江東区,Gangdong-gu,서울특별시 강동구 풍성로 92 한스빌딩,02-472-4164,https://www.instagram.com/jyj_brunch_cafe,,37.532669,127.1224599,店舗単位,3.2,9,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.532669%2C127.1224599,https://map.naver.com/p/search/%EC%9C%8C%EB%A6%AC%EC%97%84%EC%BB%A4%ED%94%BC%20%EA%B0%95%EB%8F%99%EA%B5%AC%EC%B2%AD%EC%97%AD%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EA%B0%95%EB%8F%99%EA%B5%AC%20%ED%92%8D%EC%84%B1%EB%A1%9C%2092%20%ED%95%9C%EC%8A%A4%EB%B9%8C%EB%94%A9,https://www.diningcode.com/profile.php?rid=3eygxpxwptmT,"카페, 북카페"
38,ごはん/Meal,タイジュコーヒー カンドングチョンヨク,TIES COFFEE,타이즈커피 강동구청역,ブランチ,Brunch,カフェ・フレンチトースト,"Cafe, French Toast",店内OK / Indoors OK,あり/Yes,カンドングチョン（江東区庁）,Gangdong-gu Office,320,ソンネドン,Seongnae-dong,江東区,Gangdong-gu,서울특별시 강동구 풍성로 99 1층,070-8211-0757,https://www.instagram.com/tiescoffee,,37.5326116,127.1233662,店舗単位,4.5,1,軽飲食店,https://www.google.com/maps/search/?api=1&query=37.5326116%2C127.1233662,https://map.naver.com/p/search/%ED%83%80%EC%9D%B4%EC%A6%88%EC%BB%A4%ED%94%BC%20%EA%B0%95%EB%8F%99%EA%B5%AC%EC%B2%AD%EC%97%AD%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EA%B0%95%EB%8F%99%EA%B5%AC%20%ED%92%8D%EC%84%B1%EB%A1%9C%2099%201%EC%B8%B5,https://www.diningcode.com/profile.php?rid=ukVJj9UFceJJ,"카페, 프렌치토스트"
39,カフェ/Cafe,ッコメ131 アムサヨク,Kkome 131 Amsayeok,꼬메131 암사역,スイーツ,Sweets,カフェ・デザート,"Cafe, Dessert",店内OK / Indoors OK,なし/No,アムサ（岩寺）,Amsa,190,アムサドン,Amsa-dong,江東区,Gangdong-gu,서울특별시 강동구 올림픽로91길 30 힐스테이트 상가 1층,010-9929-0540,https://www.instagram.com/comme.131,,37.549356,127.125613,店舗単位,4.3,4,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.549356%2C127.125613,https://map.naver.com/p/search/%EA%BC%AC%EB%A9%94131%20%EC%95%94%EC%82%AC%EC%97%AD%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EA%B0%95%EB%8F%99%EA%B5%AC%20%EC%98%AC%EB%A6%BC%ED%94%BD%EB%A1%9C91%EA%B8%B8%2030%20%ED%9E%90%EC%8A%A4%ED%85%8C%EC%9D%B4%ED%8A%B8%20%EC%83%81%EA%B0%80%201%EC%B8%B5,https://www.diningcode.com/profile.php?rid=PIHg7FBD4bxU,"카페, 디저트"
40,ごはん/Meal,リクコーヒークラブ アムサ,Rikeu Coffee Club Amsa,리크커피클럽 암사,サンドイッチ・サラダ,Sandwich & Salad,カフェ・サンドイッチ,"Cafe, Sandwich",店内OK / Indoors OK,なし/No,アムサ（岩寺）,Amsa,300,アムサドン,Amsa-dong,江東区,Gangdong-gu,서울특별시 강동구 암사길 9 1층 101호,,https://www.instagram.com/likcoffeeclub,,37.5511385,127.1306298,店舗単位,,0,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.5511385%2C127.1306298,https://map.naver.com/p/search/%EB%A6%AC%ED%81%AC%EC%BB%A4%ED%94%BC%ED%81%B4%EB%9F%BD%20%EC%95%94%EC%82%AC%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EA%B0%95%EB%8F%99%EA%B5%AC%20%EC%95%94%EC%82%AC%EA%B8%B8%209%201%EC%B8%B5%20101%ED%98%B8,https://www.diningcode.com/profile.php?rid=cfcQLsVOlA0j,"카페, 샌드위치"
41,カフェ/Cafe,カフェ イユ アムサドン,Cafe Iyu Amsadong,카페 이유 암사동,コーヒー専門,Specialty Coffee,コーヒー・カフェ,"Coffee, Cafe",店内OK / Indoors OK,あり/Yes,アムサ（岩寺）,Amsa,500,アムサドン,Amsa-dong,江東区,Gangdong-gu,서울특별시 강동구 고덕로 52-18,070-8887-6262,https://instagram.com/cafe.leeu,,37.5538992,127.1306473,店舗単位,4,1,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.5538992%2C127.1306473,https://map.naver.com/p/search/%EC%B9%B4%ED%8E%98%20%EC%9D%B4%EC%9C%A0%20%EC%95%94%EC%82%AC%EB%8F%99%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EA%B0%95%EB%8F%99%EA%B5%AC%20%EA%B3%A0%EB%8D%95%EB%A1%9C%2052-18,https://www.diningcode.com/profile.php?rid=2iuGWDJ5wwBW,"커피, 카페"
42,カフェ/Cafe,マシッスコーヒー チョンホ,massiss,마시쓰커피 천호,スイーツ,Sweets,カフェ・クッキー,"Cafe, Cookie",店内OK / Indoors OK,なし/No,チョンホ（千戸）,Cheonho,220,チョンホドン,Cheonho-dong,江東区,Gangdong-gu,서울특별시 강동구 천호대로151길 31 1층,,https://www.instagram.com/massiss_coffee/,,37.5405052,127.123201,店舗単位,4,3,軽飲食店,https://www.google.com/maps/search/?api=1&query=37.5405052%2C127.123201,https://map.naver.com/p/search/%EB%A7%88%EC%8B%9C%EC%93%B0%EC%BB%A4%ED%94%BC%20%EC%B2%9C%ED%98%B8%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EA%B0%95%EB%8F%99%EA%B5%AC%20%EC%B2%9C%ED%98%B8%EB%8C%80%EB%A1%9C151%EA%B8%B8%2031%201%EC%B8%B5,https://www.diningcode.com/profile.php?rid=1Ajv96roIsen,"카페, 쿠키"
43,カフェ/Cafe,パビル クブンダリヨク,Babil,바빌 굽은다리역,コーヒー専門,Specialty Coffee,カフェ・コーヒー,"Cafe, Coffee",店内OK / Indoors OK,なし/No,クブンダリ,Gubeundari,310,チョンホドン,Cheonho-dong,江東区,Gangdong-gu,서울특별시 강동구 양재대로125길 47 1층,,https://instagram.com/babil_coffee_dessert,,37.5446876,127.139668,店舗単位,4.4,3,軽飲食店,https://www.google.com/maps/search/?api=1&query=37.5446876%2C127.139668,https://map.naver.com/p/search/%EB%B0%94%EB%B9%8C%20%EA%B5%BD%EC%9D%80%EB%8B%A4%EB%A6%AC%EC%97%AD%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EA%B0%95%EB%8F%99%EA%B5%AC%20%EC%96%91%EC%9E%AC%EB%8C%80%EB%A1%9C125%EA%B8%B8%2047%201%EC%B8%B5,https://www.diningcode.com/profile.php?rid=n4lEHPKMztdu,"카페, 커피"
44,カフェ/Cafe,ポトオン チョンホ,Beoteoon Cheonho,버터온 천호,スイーツ,Sweets,デザート・カフェ,"Dessert, Cafe",店内OK / Indoors OK,なし/No,アムサ（岩寺）,Amsa,520,チョンホドン,Cheonho-dong,江東区,Gangdong-gu,서울특별시 강동구 천중로 39 1층 4호,0507-1309-9352,https://www.instagram.com/butteron_,,37.5454926,127.1264901,店舗単位,5,1,軽飲食店,https://www.google.com/maps/search/?api=1&query=37.5454926%2C127.1264901,https://map.naver.com/p/search/%EB%B2%84%ED%84%B0%EC%98%A8%20%EC%B2%9C%ED%98%B8%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EA%B0%95%EB%8F%99%EA%B5%AC%20%EC%B2%9C%EC%A4%91%EB%A1%9C%2039%201%EC%B8%B5%204%ED%98%B8,https://www.diningcode.com/profile.php?rid=5xTaQaQfXwxf,"디저트, 카페"
45,ごはん/Meal,ヘイムシ チョンホ,haeimsi,해임시 천호,韓国料理,Korean,ワインバー・カンテンジャン,"Wine Bar, Soybean Stew",店内OK / Indoors OK,なし/No,チョンホ（千戸）,Cheonho,370,チョンホドン,Cheonho-dong,江東区,Gangdong-gu,서울특별시 강동구 천호대로157길 26 4층,0507-1360-0065,https://instagram.com/haeimsi,,37.5388549,127.1275552,店舗単位,4.1,8,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.5388549%2C127.1275552,https://map.naver.com/p/search/%ED%95%B4%EC%9E%84%EC%8B%9C%20%EC%B2%9C%ED%98%B8%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EA%B0%95%EB%8F%99%EA%B5%AC%20%EC%B2%9C%ED%98%B8%EB%8C%80%EB%A1%9C157%EA%B8%B8%2026%204%EC%B8%B5,https://www.diningcode.com/profile.php?rid=5URl9b2dfdHg,"와인바, 강된장"
46,カフェ/Cafe,コム ポル コーヒー スユヨク,come for coffee,컴 폴 커피 수유역,コーヒー専門,Specialty Coffee,コーヒー・カフェ,"Coffee, Cafe",店内OK / Indoors OK,あり/Yes,スユ（水踰）,Suyu,410,ポンドン,Beon-dong,江北区,Gangbuk-gu,서울특별시 강북구 덕릉로 130 1층 컴 폴 커피,070-7720-1028,https://www.instagram.com/come_for_coffee,,37.634841,127.0280985,店舗単位,4.2,7,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.634841%2C127.0280985,https://map.naver.com/p/search/%EC%BB%B4%20%ED%8F%B4%20%EC%BB%A4%ED%94%BC%20%EC%88%98%EC%9C%A0%EC%97%AD%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EA%B0%95%EB%B6%81%EA%B5%AC%20%EB%8D%95%EB%A6%89%EB%A1%9C%20130%201%EC%B8%B5%20%EC%BB%B4%20%ED%8F%B4%20%EC%BB%A4%ED%94%BC,https://www.diningcode.com/profile.php?rid=84I7bTz17VV5,"커피, 카페"
47,ごはん/Meal,ララブレッド スユジョム,Rara Bread Suyujeom,라라브레드 수유점,イタリアン,Italian,コーヒー・パスタ,"Coffee, Pasta",店内OK / Indoors OK,あり/Yes,スユ（水踰）,Suyu,280,スユドン,Suyu-dong,江北区,Gangbuk-gu,서울특별시 강북구 노해로14길 8 1층,,,,37.6394101,127.023087,店舗単位,5,1,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.6394101%2C127.023087,https://map.naver.com/p/search/%EB%9D%BC%EB%9D%BC%EB%B8%8C%EB%A0%88%EB%93%9C%20%EC%88%98%EC%9C%A0%EC%A0%90%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EA%B0%95%EB%B6%81%EA%B5%AC%20%EB%85%B8%ED%95%B4%EB%A1%9C14%EA%B8%B8%208%201%EC%B8%B5,https://www.diningcode.com/profile.php?rid=qTQdkZtTyhJ2,"커피, 파스타"
48,カフェ/Cafe,スェルィコーヒー スユ,shall we coffee,쉘위커피 수유,スイーツ,Sweets,コーヒー・クッキー,"Coffee, Cookie",店内OK / Indoors OK,なし/No,スユ（水踰）,Suyu,660,スユドン,Suyu-dong,江北区,Gangbuk-gu,서울특별시 강북구 노해로 90,02-903-1810,https://www.instagram.com/shall_we_coffee,,37.6435757,127.0230351,店舗単位,,0,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.6435757%2C127.0230351,https://map.naver.com/p/search/%EC%89%98%EC%9C%84%EC%BB%A4%ED%94%BC%20%EC%88%98%EC%9C%A0%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EA%B0%95%EB%B6%81%EA%B5%AC%20%EB%85%B8%ED%95%B4%EB%A1%9C%2090,https://www.diningcode.com/profile.php?rid=oSw9WYyIHHgM,"커피, 쿠키"
49,ごはん/Meal,アジブランチ プクハンサン,Aji Brunch Bukhansan,아지브런치 북한산,ブランチ,Brunch,ブランチ,Brunch,店内OK / Indoors OK,あり/Yes,,,,スユドン,Suyu-dong,江北区,Gangbuk-gu,서울특별시 강북구 4.19로17길 14-1 1층,010-9869-0305,https://www.instagram.com/aji_brunch,,37.6442839,127.0056693,店舗単位,,0,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.6442839%2C127.0056693,https://map.naver.com/p/search/%EC%95%84%EC%A7%80%EB%B8%8C%EB%9F%B0%EC%B9%98%20%EB%B6%81%ED%95%9C%EC%82%B0%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EA%B0%95%EB%B6%81%EA%B5%AC%204.19%EB%A1%9C17%EA%B8%B8%2014-1%201%EC%B8%B5,https://www.diningcode.com/profile.php?rid=IEit8KzodhOe,브런치
50,ごはん/Meal,オアシス ミュジクポプ スユヨク,Oasiseu Myujikpeop Suyuyeok,오아시스 뮤직펍 수유역,バー・居酒屋,Bar & Pub,パブ・ミュージックパブ,"Pub, Music Pub",店内OK / Indoors OK,なし/No,スユ（水踰）,Suyu,240,スユドン,Suyu-dong,江北区,Gangbuk-gu,서울특별시 강북구 노해로8가길 34 2층,010-6752-1751,,https://naver.me/5OQyoHpw,37.6394992,127.0237541,店舗単位,,0,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.6394992%2C127.0237541,https://map.naver.com/p/search/%EC%98%A4%EC%95%84%EC%8B%9C%EC%8A%A4%20%EB%AE%A4%EC%A7%81%ED%8E%8D%20%EC%88%98%EC%9C%A0%EC%97%AD%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EA%B0%95%EB%B6%81%EA%B5%AC%20%EB%85%B8%ED%95%B4%EB%A1%9C8%EA%B0%80%EA%B8%B8%2034%202%EC%B8%B5,https://www.diningcode.com/profile.php?rid=NtEGHt229Qs4,"펍, 뮤직펍"
51,カフェ/Cafe,チプモンク カオリヨク,Chipmeongkeu Gaoriyeok,칩멍크 가오리역,ブックカフェ,Book Cafe,カフェ・ブックカフェ,"Cafe, Book Cafe",店内OK / Indoors OK,なし/No,スユ（水踰）,Suyu,720,スユドン,Suyu-dong,江北区,Gangbuk-gu,서울특별시 강북구 삼양로98길 7 1층,0503-7150-9987,https://www.instagram.com/chipmunk_suyu,,37.6387268,127.0176481,店舗単位,4.7,3,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.6387268%2C127.0176481,https://map.naver.com/p/search/%EC%B9%A9%EB%A9%8D%ED%81%AC%20%EA%B0%80%EC%98%A4%EB%A6%AC%EC%97%AD%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EA%B0%95%EB%B6%81%EA%B5%AC%20%EC%82%BC%EC%96%91%EB%A1%9C98%EA%B8%B8%207%201%EC%B8%B5,https://www.diningcode.com/profile.php?rid=jEuqeII5AGWr,"카페, 북카페"
52,カフェ/Cafe,チチル スユ,Titil Suyu,티틸 수유,スイーツ,Sweets,カフェ・デザート,"Cafe, Dessert",店内OK / Indoors OK,なし/No,スユ（水踰）,Suyu,280,スユドン,Suyu-dong,江北区,Gangbuk-gu,서울특별시 강북구 노해로 42 2F,070-8836-5121,https://www.instagram.com/ttyl_seoul,,37.6391246,127.0229277,店舗単位,4.3,12,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.6391246%2C127.0229277,https://map.naver.com/p/search/%ED%8B%B0%ED%8B%B8%20%EC%88%98%EC%9C%A0%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EA%B0%95%EB%B6%81%EA%B5%AC%20%EB%85%B8%ED%95%B4%EB%A1%9C%2042%202F,https://www.diningcode.com/profile.php?rid=OmmNzj9Z7Fa8,"카페, 디저트"
53,ごはん/Meal,パジョクチナ,Pajokuchina,파조쿠치나,イタリアン,Italian,パスタ・ワイン,"Pasta, Wine",店内OK / Indoors OK,なし/No,スユ（水踰）,Suyu,1270,スユドン,Suyu-dong,江北区,Gangbuk-gu,서울특별시 강북구 인수봉로 239,070-4129-8640,,,37.6402685,127.0115668,店舗単位,4.9,6,軽飲食店,https://www.google.com/maps/search/?api=1&query=37.6402685%2C127.0115668,https://map.naver.com/p/search/%ED%8C%8C%EC%A1%B0%EC%BF%A0%EC%B9%98%EB%82%98%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EA%B0%95%EB%B6%81%EA%B5%AC%20%EC%9D%B8%EC%88%98%EB%B4%89%EB%A1%9C%20239,https://www.diningcode.com/profile.php?rid=YV1SYxGA5n6e,"파스타, 와인"
